number,commit_len,base_commit_sha,first_commit_sha,merge_commit_sha,created_at,merged_at,merged_by,1-n_url
303,2,64675fc72f7d6184baa983d5659f0e08f2652b3f,42c4a2c53a0f984a561966f914d2b7d65d2dfba6,350343e6081211ce5c689366b48d12c37e48fe6a,2016-08-05 02:43:12,2016-08-05 05:20:49,martinwicke,https://github.com/tensorflow/models/compare/42c4a2c53a0f984a561966f914d2b7d65d2dfba6...350343e6081211ce5c689366b48d12c37e48fe6a.diff
306,4,c4d943b2146310755170fce8d84f5b8e520bd6fa,42c4a2c53a0f984a561966f914d2b7d65d2dfba6,abebf103bd8c48bf57f5d643bfb650b336e8fbc9,2016-08-07 11:57:06,2016-08-07 11:58:03,calberti,https://github.com/tensorflow/models/compare/42c4a2c53a0f984a561966f914d2b7d65d2dfba6...abebf103bd8c48bf57f5d643bfb650b336e8fbc9.diff
308,7,6f6a4539133eb42a295661562c948d281b2f04b7,42c4a2c53a0f984a561966f914d2b7d65d2dfba6,adf3eddb097a4e7c00df5cc476eb691f16901181,2016-08-08 15:38:03,2016-08-08 15:38:47,calberti,https://github.com/tensorflow/models/compare/42c4a2c53a0f984a561966f914d2b7d65d2dfba6...adf3eddb097a4e7c00df5cc476eb691f16901181.diff
309,1,ddf8a3af327e6ebd22f2974b434a5b75d3a0b03b,7dc3ba9e977bf7e4ee7c24f232f8a3b4d71853b8,7dc3ba9e977bf7e4ee7c24f232f8a3b4d71853b8,2016-08-08 16:00:46,2016-08-08 16:05:28,calberti,https://github.com/tensorflow/models/compare/7dc3ba9e977bf7e4ee7c24f232f8a3b4d71853b8...7dc3ba9e977bf7e4ee7c24f232f8a3b4d71853b8.diff
310,1,69926d619ff2fff3f7694fa5f6b07497b0dd2f67,a5d45f2ed20effaabc213a2eb9def291354af1ec,a5d45f2ed20effaabc213a2eb9def291354af1ec,2016-08-08 18:04:17,2016-08-08 20:38:32,slavpetrov,https://github.com/tensorflow/models/compare/a5d45f2ed20effaabc213a2eb9def291354af1ec...a5d45f2ed20effaabc213a2eb9def291354af1ec.diff
317,1,fb41088f854abfdb3824adf9cd3d3569f9ebaabe,af1b4c9876862438ce7f4fd8b0a1817e98f06f85,af1b4c9876862438ce7f4fd8b0a1817e98f06f85,2016-08-11 22:42:24,2016-08-16 23:17:06,benoitsteiner,https://github.com/tensorflow/models/compare/af1b4c9876862438ce7f4fd8b0a1817e98f06f85...af1b4c9876862438ce7f4fd8b0a1817e98f06f85.diff
320,1,fb41088f854abfdb3824adf9cd3d3569f9ebaabe,53b5d52b5a8048d53352f41f0ad764514fd93c7f,53b5d52b5a8048d53352f41f0ad764514fd93c7f,2016-08-13 14:35:41,2016-08-29 19:26:38,martinwicke,https://github.com/tensorflow/models/compare/53b5d52b5a8048d53352f41f0ad764514fd93c7f...53b5d52b5a8048d53352f41f0ad764514fd93c7f.diff
322,2,fb41088f854abfdb3824adf9cd3d3569f9ebaabe,f0c0bbac9226ec62fed95a09660e54f61380eb2d,935984a08b2fdb386e165029deec914f276ef009,2016-08-16 00:35:32,2016-08-16 17:59:36,benoitsteiner,https://github.com/tensorflow/models/compare/f0c0bbac9226ec62fed95a09660e54f61380eb2d...935984a08b2fdb386e165029deec914f276ef009.diff
331,2,54a48a1a0c412cc7b8ef75881243406b72dc0857,e156b31f8ad7125c9fdf768b141aa49273870a45,b29f40a9e9056c162270656a16e9208a6aa0a939,2016-08-19 00:11:18,2016-08-19 00:56:31,benoitsteiner,https://github.com/tensorflow/models/compare/e156b31f8ad7125c9fdf768b141aa49273870a45...b29f40a9e9056c162270656a16e9208a6aa0a939.diff
333,1,c711dc707e87a26504529031c1acde6283513f78,f82e2c004bb5678d5acdbefde4a9f0a4d021ef06,f82e2c004bb5678d5acdbefde4a9f0a4d021ef06,2016-08-22 03:17:40,2016-08-29 19:22:16,martinwicke,https://github.com/tensorflow/models/compare/f82e2c004bb5678d5acdbefde4a9f0a4d021ef06...f82e2c004bb5678d5acdbefde4a9f0a4d021ef06.diff
338,1,5655c7058bc557f32c1201d9c2b144b3ed44017e,fdd9b107c7051824eb17d096139689361ef61c27,fdd9b107c7051824eb17d096139689361ef61c27,2016-08-25 12:57:34,2016-08-26 18:13:57,sguada,https://github.com/tensorflow/models/compare/fdd9b107c7051824eb17d096139689361ef61c27...fdd9b107c7051824eb17d096139689361ef61c27.diff
340,1,5655c7058bc557f32c1201d9c2b144b3ed44017e,2072412f23bab2cb86c8f8bb42fbcffc6cdb6d93,2072412f23bab2cb86c8f8bb42fbcffc6cdb6d93,2016-08-25 19:28:12,2016-08-25 19:28:26,calberti,https://github.com/tensorflow/models/compare/2072412f23bab2cb86c8f8bb42fbcffc6cdb6d93...2072412f23bab2cb86c8f8bb42fbcffc6cdb6d93.diff
347,1,d17aeb61996540facc5eab4bbca87d706be7dfd9,da47ff50b6d43630d358f7852a5fec315a6e09e1,da47ff50b6d43630d358f7852a5fec315a6e09e1,2016-08-26 22:27:07,2016-08-26 23:02:49,peterjliu,https://github.com/tensorflow/models/compare/da47ff50b6d43630d358f7852a5fec315a6e09e1...da47ff50b6d43630d358f7852a5fec315a6e09e1.diff
349,2,a5594334fdfe536446d07b156a14369970ab7c33,5e45908744c76caadfaee0da278632231ba4cfef,03d7dce753c5234387c9c27e2b8eb0b401915f97,2016-08-27 00:20:54,2016-08-27 00:29:45,martinwicke,https://github.com/tensorflow/models/compare/5e45908744c76caadfaee0da278632231ba4cfef...03d7dce753c5234387c9c27e2b8eb0b401915f97.diff
353,1,a5c4fd06d21e85a231ec05cc5305478a6c2d6a73,813bf3991ab3a98274198721edbcc4cb5c27f895,813bf3991ab3a98274198721edbcc4cb5c27f895,2016-08-27 17:46:19,2016-08-29 19:21:48,martinwicke,https://github.com/tensorflow/models/compare/813bf3991ab3a98274198721edbcc4cb5c27f895...813bf3991ab3a98274198721edbcc4cb5c27f895.diff
354,1,a5c4fd06d21e85a231ec05cc5305478a6c2d6a73,dc3402395fbd4f55cf567acf91234f5d061cf60d,dc3402395fbd4f55cf567acf91234f5d061cf60d,2016-08-27 23:20:12,2016-08-31 23:28:00,shlens,https://github.com/tensorflow/models/compare/dc3402395fbd4f55cf567acf91234f5d061cf60d...dc3402395fbd4f55cf567acf91234f5d061cf60d.diff
355,1,a5c4fd06d21e85a231ec05cc5305478a6c2d6a73,0e621bb8fd4be79dffd7a2c9542bd0141098d99e,0e621bb8fd4be79dffd7a2c9542bd0141098d99e,2016-08-27 23:20:33,2016-08-31 23:28:12,shlens,https://github.com/tensorflow/models/compare/0e621bb8fd4be79dffd7a2c9542bd0141098d99e...0e621bb8fd4be79dffd7a2c9542bd0141098d99e.diff
359,1,a5c4fd06d21e85a231ec05cc5305478a6c2d6a73,2db491ba077b64ccf6d91ab8f36f54caab057fa4,2db491ba077b64ccf6d91ab8f36f54caab057fa4,2016-08-29 14:24:11,2016-08-29 19:19:52,martinwicke,https://github.com/tensorflow/models/compare/2db491ba077b64ccf6d91ab8f36f54caab057fa4...2db491ba077b64ccf6d91ab8f36f54caab057fa4.diff
366,1,bc0a0a86516fc47c362b90042a154c82305828ae,65fad62dc6daca5a72c204013824cc380939d457,65fad62dc6daca5a72c204013824cc380939d457,2016-08-30 04:55:52,2016-08-30 04:59:07,sguada,https://github.com/tensorflow/models/compare/65fad62dc6daca5a72c204013824cc380939d457...65fad62dc6daca5a72c204013824cc380939d457.diff
367,1,ba5c96c2a87fefbae3cd9bcd2652c992ef9c9360,20b912398373ec403de5cf36a7a61c45bd9098b4,20b912398373ec403de5cf36a7a61c45bd9098b4,2016-08-30 14:12:39,2016-09-08 05:30:50,martinwicke,https://github.com/tensorflow/models/compare/20b912398373ec403de5cf36a7a61c45bd9098b4...20b912398373ec403de5cf36a7a61c45bd9098b4.diff
368,1,ba5c96c2a87fefbae3cd9bcd2652c992ef9c9360,c6c78fb4fe0c4006dc5f2a11271050a5a98ec8e5,c6c78fb4fe0c4006dc5f2a11271050a5a98ec8e5,2016-08-30 14:59:42,2016-08-30 15:01:13,sguada,https://github.com/tensorflow/models/compare/c6c78fb4fe0c4006dc5f2a11271050a5a98ec8e5...c6c78fb4fe0c4006dc5f2a11271050a5a98ec8e5.diff
369,1,8284fe12970d10b0daa38f438e5d86f8b87b2256,ae061040bc8a3cb53061f8c8a61bba43e4223520,ae061040bc8a3cb53061f8c8a61bba43e4223520,2016-08-30 15:22:09,2016-08-30 15:22:49,sguada,https://github.com/tensorflow/models/compare/ae061040bc8a3cb53061f8c8a61bba43e4223520...ae061040bc8a3cb53061f8c8a61bba43e4223520.diff
377,2,761c59c461bd15355c3bd805bc329120840ee487,dab1517e74a082a7af04c7a2b2d75f2e933dc50c,a0de5ca9364f98aa36241c5ea7e891e2f1e1d80b,2016-08-31 09:07:08,2016-10-17 23:09:45,panyx0718,https://github.com/tensorflow/models/compare/dab1517e74a082a7af04c7a2b2d75f2e933dc50c...a0de5ca9364f98aa36241c5ea7e891e2f1e1d80b.diff
379,2,761c59c461bd15355c3bd805bc329120840ee487,a6d7a7ba4fa23cb3251d6dda24c11f295a7398d8,85836119d8c628f92b9bbc3b2a3857b76231da5e,2016-08-31 21:28:39,2016-09-30 16:31:42,panyx0718,https://github.com/tensorflow/models/compare/a6d7a7ba4fa23cb3251d6dda24c11f295a7398d8...85836119d8c628f92b9bbc3b2a3857b76231da5e.diff
